시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도
전라북도 전주시 덕진구2,전라북도 전주시 덕진구 송천동1가(간이역 부근),4,4,0,1,3,0,127.1264375,35.8643506
전라북도 전주시 덕진구3,전라북도 전주시 덕진구 인후동1가(한국사관학교 부근),3,3,0,0,3,0,127.1659531,35.82665108
전라북도 군산시1,전라북도 군산시 나운동(나운금호2차아파트 부근),7,7,0,4,3,0,126.70445,35.96620868
전라북도 군산시2,전라북도 군산시 나운동(삼성아파트 부근),3,5,0,0,4,1,126.7077791,35.97088725
전라북도 군산시3,전라북도 군산시 나운동(서해초등학교 부근),3,3,0,0,3,0,126.6985017,35.95927222
전라북도 익산시1,전라북도 익산시 어양동((한국공중전화시티폰) 부근),3,4,0,0,4,0,126.9914137,35.95485247
전라북도 익산시2,전라북도 익산시 영등동 영등동제일맨션 부근,3,3,0,0,3,0,126.9719772,35.95612587
전라북도 정읍시1,전라북도 정읍시 수성동(수성초등학 부근),3,3,0,2,1,0,126.8562794,35.58443732
전라남도 목포시1,전라남도 목포시 용당동((용해마트) 부근),3,3,0,0,3,0,126.397519,34.81822244
전라남도 목포시2,전라남도 목포시 산정동((주공4단지경로당) 부근),3,3,0,0,3,0,126.3807719,34.81208668
전라남도 여수시1,전라남도 여수시 신기동(우미피아노 부근),3,3,0,1,2,0,127.6741956,34.76172532
전라남도 순천시1,전라남도 순천시 해룡면(인삼당온누리약국사거리 부근),4,4,0,3,1,0,127.5300892,34.94764511
전라남도 광양시1,전라남도 광양시 중동(모아옷수선 부근),6,7,0,3,4,0,127.696429,34.93484454
전라남도 구례군1,전라남도 구례군 구례읍(어린이보호구역 부근),3,4,0,1,3,0,127.464458,35.20591506
전라남도 고흥군1,전라남도 고흥군 고흥읍 아이들마트 부근,4,4,0,2,2,0,127.2889579,34.60948456
전라남도 무안군1,전라남도 무안군 삼향읍(회룡주공 부근),5,7,0,3,4,0,126.4578912,34.81198781
경상북도 포항시 남구1,경상북도 포항시 남구 효자동(효자웰빙타운SK뷰1차 부근),3,3,0,0,3,0,129.336186,36.00604827
경상북도 경주시1,경상북도 경주시 노동동(선경장여관 부근),5,5,0,1,4,0,129.210624,35.84291942
경상북도 경주시2,경상북도 경주시 안강읍(사랑나무 부근),3,3,0,3,0,0,129.1971109,36.00287121
경상남도 창원시 의창구1,경상남도 창원시 의창구 팔용동(벽산불르밍아파트104동앞 부근),4,4,0,1,2,1,128.6188722,35.25373686
경상남도 창원시 의창구2,경상남도 창원시 의창구 명서동(매화교 부근),3,3,0,1,2,0,128.6431954,35.25026643
경상남도 창원시 성산구1,경상남도 창원시 성산구 사파동(사파중사거리 부근),3,3,0,0,3,0,128.7041303,35.21941869
경상남도 창원시 진해구1,경상남도 창원시 진해구 청안동 새안골삼거리 부근,4,4,0,0,4,0,128.8063826,35.10129516
경상남도 창원시 진해구2,경상남도 창원시 진해구 석동 동부초등학교 부근,3,3,0,1,2,0,128.7020004,35.15426551
경상남도 진주시1,경상남도 진주시 상평동(한용상사 부근),4,4,0,0,4,0,128.1060839,35.17448932
경상남도 진주시2,경상남도 진주시 신안동(억수탕 부근),3,3,0,2,1,0,128.0622224,35.17413255
경상남도 진주시3,경상남도 진주시 이현동(실로암교회 부근),3,3,0,1,2,0,128.0627719,35.1919695
경상남도 통영시1,경상남도 통영시 광도면(분양사무실 부근),6,6,0,4,2,0,128.4158714,34.88077368
경상남도 통영시2,경상남도 통영시 광도면(한선파라타운 부근),5,5,0,2,3,0,128.4183706,34.87748601
경상남도 김해시1,경상남도 김해시 장유면((석봉대동4단지입구교차로) 부근),3,4,0,2,2,0,128.8101482,35.20103273
경상남도 김해시2,경상남도 김해시 진영읍((진영코아루아파트남측교차로) 부근),3,3,0,2,1,0,128.730849,35.30807844
경상남도 밀양시1,경상남도 밀양시 삼문동(상록교재문구점 부근),3,3,0,0,3,0,128.7547621,35.48812483
경상남도 거제시1,경상남도 거제시 고현동 덕산베스트타운 부근,4,4,0,2,1,1,128.6301036,34.89637374
경상남도 거제시2,경상남도 거제시 장평동(마임피부관리실 부근),3,4,0,1,3,0,128.6130405,34.89133575
제주특별자치도 제주시1,제주특별자치도 제주시 일도이동(동광초등학교 부근),6,6,0,0,3,3,126.5474513,33.50170807
제주특별자치도 제주시2,제주특별자치도 제주시 연동(신광상가 부근),4,4,0,2,2,0,126.4852043,33.4913958
제주특별자치도 제주시3,제주특별자치도 제주시 이도일동(제주유림문화원 부근),4,4,0,0,4,0,126.5263609,33.50354742
제주특별자치도 제주시4,제주특별자치도 제주시 용담이동(창조광고기획 부근),3,3,0,0,3,0,126.5100741,33.50930723
제주특별자치도 제주시5,제주특별자치도 제주시 일도이동(인제사거리 부근),3,3,0,0,3,0,126.5396831,33.50783929
제주특별자치도 서귀포시1,제주특별자치도 서귀포시 신효동(청개구리소주방 부근),4,4,0,0,4,0,126.6175304,33.26352375
서울특별시 용산구1,"서울특별시 용산구 이촌동(이촌1동 주민선터, 용산청소년수 부근)",3,4,0,0,2,2,126.9730103,37.52142421
서울특별시 동대문구1,서울특별시 동대문구 장안동(승용빌딩 부근),3,3,0,1,1,1,127.0681214,37.5664938
서울특별시 중랑구1,서울특별시 중랑구 상봉동(중화초교 부근),3,3,0,0,3,0,127.0949332,37.60241742
서울특별시 중랑구2,서울특별시 중랑구 묵동(묵2동사무소 부근),3,3,0,0,3,0,127.0745578,37.60944832
서울특별시 성북구1,서울특별시 성북구 하월곡동(하월곡생명중앙교회 부근),3,4,0,0,4,0,127.0363755,37.60785103
서울특별시 도봉구1,서울특별시 도봉구 방학동(신동아아파트(방학동)11동 부근),4,4,0,1,2,1,127.0276047,37.66116125
서울특별시 은평구1,서울특별시 은평구 응암동(파리바게뜨 부근),3,3,0,1,2,0,126.9175609,37.58802407
서울특별시 은평구2,서울특별시 은평구 증산동(증산시장 부근),3,3,0,0,2,1,126.9049925,37.58186183
서울특별시 서대문구1,서울특별시 서대문구 홍은동(우방빌라 부근),3,5,0,3,2,0,126.9259579,37.58097663
서울특별시 강서구1,서울특별시 강서구 내발산동(수명파크3단지 부근),3,3,0,2,1,0,126.8260979,37.55361587
